scene,aoi_slug,pair_id,tile_idx,r2_mean,land_cover,land_cover_group,emit_b32_path,s2_path
lat33.0_lon-4.5_20231025_T30SUB_t176,aoi_lat33.0_lon-4.5,20231025T105529_T30SUB_20231025,176,0.936805160716176,mountain/semi-arid,mountain,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat33.0_lon-4.5/20231025T105529_T30SUB_20231025/tiles/20231025T105529_T30SUB_20231025_tile176_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat33.0_lon-4.5/20231025T105529_T30SUB_20231025/tiles/20231025T105529_T30SUB_20231025_tile176_s2.tif
lat39.0_lon-106.0_20231006_T13SCD_t106,aoi_lat39.0_lon-106.0,20231006T174849_T13SCD_20231008,106,0.8178609292954206,alpine/grassland,mountain,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat39.0_lon-106.0/20231006T174849_T13SCD_20231008/tiles/20231006T174849_T13SCD_20231008_tile106_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat39.0_lon-106.0/20231006T174849_T13SCD_20231008/tiles/20231006T174849_T13SCD_20231008_tile106_s2.tif
lat49.2_lon20.0_20250815_T34UDV_t022,aoi_lat49.2_lon20.0,20250815T092703_T34UDV_20250813,22,0.8474022056907415,alpine/mountain,mountain,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat49.2_lon20.0/20250815T092703_T34UDV_20250813/tiles/20250815T092703_T34UDV_20250813_tile022_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat49.2_lon20.0/20250815T092703_T34UDV_20250813/tiles/20250815T092703_T34UDV_20250813_tile022_s2.tif
lat36.1_lon-112.11_20230623_T12SUF_t195,aoi_lat36.1_lon-112.11,20230623T184509_T12SUF_20230621,195,0.798806682229042,arid/canyon,mountain,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat36.1_lon-112.11/20230623T184509_T12SUF_20230621/tiles/20230623T184509_T12SUF_20230621_tile195_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat36.1_lon-112.11/20230623T184509_T12SUF_20230621/tiles/20230623T184509_T12SUF_20230621_tile195_s2.tif
lat33.0_lon-4.5_20231025_T30SUB_t091,aoi_lat33.0_lon-4.5,20231025T105529_T30SUB_20231025,91,0.8805603068321943,mountain/semi-arid,mountain,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat33.0_lon-4.5/20231025T105529_T30SUB_20231025/tiles/20231025T105529_T30SUB_20231025_tile091_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat33.0_lon-4.5/20231025T105529_T30SUB_20231025/tiles/20231025T105529_T30SUB_20231025_tile091_s2.tif
lat42.7_lon0.5_20250803_T31TCH_t186,aoi_lat42.7_lon0.5,20250803T110334_T31TCH_20250804,186,0.8172903954982758,alpine/mountain,mountain,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat42.7_lon0.5/20250803T110334_T31TCH_20250804/tiles/20250803T110334_T31TCH_20250804_tile186_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat42.7_lon0.5/20250803T110334_T31TCH_20250804/tiles/20250803T110334_T31TCH_20250804_tile186_s2.tif
lat49.2_lon20.0_20250815_T34UDV_t090,aoi_lat49.2_lon20.0,20250815T092703_T34UDV_20250813,90,0.8882246240973473,alpine/mountain,mountain,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat49.2_lon20.0/20250815T092703_T34UDV_20250813/tiles/20250815T092703_T34UDV_20250813_tile090_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat49.2_lon20.0/20250815T092703_T34UDV_20250813/tiles/20250815T092703_T34UDV_20250813_tile090_s2.tif
lat37.0_lon-118.5_20250619_T11SLA_t151,aoi_lat37.0_lon-118.5,20250619T191257_T11SLA_20250619,151,0.8426467329263687,alpine/mountain,mountain,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat37.0_lon-118.5/20250619T191257_T11SLA_20250619/tiles/20250619T191257_T11SLA_20250619_tile151_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat37.0_lon-118.5/20250619T191257_T11SLA_20250619/tiles/20250619T191257_T11SLA_20250619_tile151_s2.tif
lat33.0_lon-4.5_20231025_T30SUB_t148,aoi_lat33.0_lon-4.5,20231025T105529_T30SUB_20231025,148,0.751533193513751,mountain/semi-arid,mountain,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat33.0_lon-4.5/20231025T105529_T30SUB_20231025/tiles/20231025T105529_T30SUB_20231025_tile148_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat33.0_lon-4.5/20231025T105529_T30SUB_20231025/tiles/20231025T105529_T30SUB_20231025_tile148_s2.tif
lat37.0_lon-118.5_20250619_T11SLA_t083,aoi_lat37.0_lon-118.5,20250619T191257_T11SLA_20250619,83,0.9097147174179554,alpine/mountain,mountain,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat37.0_lon-118.5/20250619T191257_T11SLA_20250619/tiles/20250619T191257_T11SLA_20250619_tile083_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat37.0_lon-118.5/20250619T191257_T11SLA_20250619/tiles/20250619T191257_T11SLA_20250619_tile083_s2.tif
lat39.0_lon-106.0_20231006_T13SCD_t093,aoi_lat39.0_lon-106.0,20231006T174849_T13SCD_20231008,93,0.8282197657972574,alpine/grassland,mountain,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat39.0_lon-106.0/20231006T174849_T13SCD_20231008/tiles/20231006T174849_T13SCD_20231008_tile093_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat39.0_lon-106.0/20231006T174849_T13SCD_20231008/tiles/20231006T174849_T13SCD_20231008_tile093_s2.tif
lat36.1_lon-112.11_20230623_T12SUF_t183,aoi_lat36.1_lon-112.11,20230623T184509_T12SUF_20230621,183,0.8764815479516983,arid/canyon,mountain,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat36.1_lon-112.11/20230623T184509_T12SUF_20230621/tiles/20230623T184509_T12SUF_20230621_tile183_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat36.1_lon-112.11/20230623T184509_T12SUF_20230621/tiles/20230623T184509_T12SUF_20230621_tile183_s2.tif
lat21.0_lon17.5_20231203_T33QYD_t072,aoi_lat21.0_lon17.5,20231203T091242_T33QYD_20231204,72,0.969559270888567,desert/rock,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat21.0_lon17.5/20231203T091242_T33QYD_20231204/tiles/20231203T091242_T33QYD_20231204_tile072_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat21.0_lon17.5/20231203T091242_T33QYD_20231204/tiles/20231203T091242_T33QYD_20231204_tile072_s2.tif
lat34.5_lon52.5_20260130_T39SXU_t095,aoi_lat34.5_lon52.5,20260130T073223_T39SXU_20260128,95,0.8561346679925919,desert/rock,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat34.5_lon52.5/20260130T073223_T39SXU_20260128/tiles/20260130T073223_T39SXU_20260128_tile095_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat34.5_lon52.5/20260130T073223_T39SXU_20260128/tiles/20260130T073223_T39SXU_20260128_tile095_s2.tif
lat-30.0_lon115.5_20260102_T50JLM_t097,aoi_lat-30.0_lon115.5,20260102T020710_T50JLM_20251231,97,0.9800385143607856,shrubland/mediterranean,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-30.0_lon115.5/20260102T020710_T50JLM_20251231/tiles/20260102T020710_T50JLM_20251231_tile097_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-30.0_lon115.5/20260102T020710_T50JLM_20251231/tiles/20260102T020710_T50JLM_20251231_tile097_s2.tif
lat34.5_lon52.5_20260130_T39SXU_t103,aoi_lat34.5_lon52.5,20260130T073223_T39SXU_20260128,103,0.7808764241635799,desert/rock,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat34.5_lon52.5/20260130T073223_T39SXU_20260128/tiles/20260130T073223_T39SXU_20260128_tile103_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat34.5_lon52.5/20260130T073223_T39SXU_20260128/tiles/20260130T073223_T39SXU_20260128_tile103_s2.tif
lat33.0_lon-115.5_20260130_T11SPS_t245,aoi_lat33.0_lon-115.5,20260130T182233_T11SPS_20260129,245,0.8557716719806194,cropland/irrigated,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat33.0_lon-115.5/20260130T182233_T11SPS_20260129/tiles/20260130T182233_T11SPS_20260129_tile245_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat33.0_lon-115.5/20260130T182233_T11SPS_20260129/tiles/20260130T182233_T11SPS_20260129_tile245_s2.tif
lat-29.5_lon142.0_20250123_T54JWN_t052,aoi_lat-29.5_lon142.0,20250123T010152_T54JWN_20250125,52,0.8883198089897633,desert/rock,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-29.5_lon142.0/20250123T010152_T54JWN_20250125/tiles/20250123T010152_T54JWN_20250125_tile052_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-29.5_lon142.0/20250123T010152_T54JWN_20250125/tiles/20250123T010152_T54JWN_20250125_tile052_s2.tif
lat32.5_lon44.5_20250801_T38SMB_t102,aoi_lat32.5_lon44.5,20250801T075614_T38SMB_20250731,102,0.930847892537713,cropland/irrigated,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat32.5_lon44.5/20250801T075614_T38SMB_20250731/tiles/20250801T075614_T38SMB_20250731_tile102_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat32.5_lon44.5/20250801T075614_T38SMB_20250731/tiles/20250801T075614_T38SMB_20250731_tile102_s2.tif
lat-33.5_lon19.5_20250123_T34HCJ_t115,aoi_lat-33.5_lon19.5,20250123T084427_T34HCJ_20250124,115,0.9778036177158356,shrubland/heathland,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-33.5_lon19.5/20250123T084427_T34HCJ_20250124/tiles/20250123T084427_T34HCJ_20250124_tile115_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-33.5_lon19.5/20250123T084427_T34HCJ_20250124/tiles/20250123T084427_T34HCJ_20250124_tile115_s2.tif
lat-33.5_lon19.5_20250123_T34HCJ_t201,aoi_lat-33.5_lon19.5,20250123T084427_T34HCJ_20250124,201,0.9755441080778836,shrubland/heathland,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-33.5_lon19.5/20250123T084427_T34HCJ_20250124/tiles/20250123T084427_T34HCJ_20250124_tile201_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-33.5_lon19.5/20250123T084427_T34HCJ_20250124/tiles/20250123T084427_T34HCJ_20250124_tile201_s2.tif
lat-29.5_lon142.0_20250123_T54JWN_t010,aoi_lat-29.5_lon142.0,20250123T010152_T54JWN_20250125,10,0.8953652922064066,desert/rock,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-29.5_lon142.0/20250123T010152_T54JWN_20250125/tiles/20250123T010152_T54JWN_20250125_tile010_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-29.5_lon142.0/20250123T010152_T54JWN_20250125/tiles/20250123T010152_T54JWN_20250125_tile010_s2.tif
lat23.5_lon58.5_20231226_T40QFL_t129,aoi_lat23.5_lon58.5,20231226T065718_T40QFL_20231226,129,0.7620832677930593,coastal/arid,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat23.5_lon58.5/20231226T065718_T40QFL_20231226/tiles/20231226T065718_T40QFL_20231226_tile129_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat23.5_lon58.5/20231226T065718_T40QFL_20231226/tiles/20231226T065718_T40QFL_20231226_tile129_s2.tif
lat-29.5_lon142.0_20250123_T54JWN_t064,aoi_lat-29.5_lon142.0,20250123T010152_T54JWN_20250125,64,0.9669518936425447,desert/rock,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-29.5_lon142.0/20250123T010152_T54JWN_20250125/tiles/20250123T010152_T54JWN_20250125_tile064_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-29.5_lon142.0/20250123T010152_T54JWN_20250125/tiles/20250123T010152_T54JWN_20250125_tile064_s2.tif
lat23.0_lon88.0_20231227_T45QXF_t046,aoi_lat23.0_lon88.0,20231227T043720_T45QXF_20231225,46,0.8960778135806322,cropland/rice,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat23.0_lon88.0/20231227T043720_T45QXF_20231225/tiles/20231227T043720_T45QXF_20231225_tile046_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat23.0_lon88.0/20231227T043720_T45QXF_20231225/tiles/20231227T043720_T45QXF_20231225_tile046_s2.tif
lat13.5_lon40.7_20250330_T37PFQ_t134,aoi_lat13.5_lon40.7,20250330T080026_T37PFQ_20250402,134,0.9487562403082848,volcanic/barren,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat13.5_lon40.7/20250330T080026_T37PFQ_20250402/tiles/20250330T080026_T37PFQ_20250402_tile134_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat13.5_lon40.7/20250330T080026_T37PFQ_20250402/tiles/20250330T080026_T37PFQ_20250402_tile134_s2.tif
lat33.0_lon-115.5_20260130_T11SPS_t080,aoi_lat33.0_lon-115.5,20260130T182233_T11SPS_20260129,80,0.7546028774231672,cropland/irrigated,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat33.0_lon-115.5/20260130T182233_T11SPS_20260129/tiles/20260130T182233_T11SPS_20260129_tile080_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat33.0_lon-115.5/20260130T182233_T11SPS_20260129/tiles/20260130T182233_T11SPS_20260129_tile080_s2.tif
lat27.5_lon112.0_20241201_T49RFL_t084,aoi_lat27.5_lon112.0,20241201T031859_T49RFL_20241202,84,0.7930329032242298,cropland/rice,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat27.5_lon112.0/20241201T031859_T49RFL_20241202/tiles/20241201T031859_T49RFL_20241202_tile084_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat27.5_lon112.0/20241201T031859_T49RFL_20241202/tiles/20241201T031859_T49RFL_20241202_tile084_s2.tif
lat23.0_lon88.0_20231227_T45QXF_t068,aoi_lat23.0_lon88.0,20231227T043720_T45QXF_20231225,68,0.9006013870239258,cropland/rice,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat23.0_lon88.0/20231227T043720_T45QXF_20231225/tiles/20231227T043720_T45QXF_20231225_tile068_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat23.0_lon88.0/20231227T043720_T45QXF_20231225/tiles/20231227T043720_T45QXF_20231225_tile068_s2.tif
lat-33.5_lon19.5_20250123_T34HCJ_t148,aoi_lat-33.5_lon19.5,20250123T084427_T34HCJ_20250124,148,0.9026952795684338,shrubland/heathland,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-33.5_lon19.5/20250123T084427_T34HCJ_20250124/tiles/20250123T084427_T34HCJ_20250124_tile148_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-33.5_lon19.5/20250123T084427_T34HCJ_20250124/tiles/20250123T084427_T34HCJ_20250124_tile148_s2.tif
lat-47.0_lon-69.0_20260106_T19GDJ_t231,aoi_lat-47.0_lon-69.0,20260106T143711_T19GDJ_20260106,231,0.8487248495221138,desert/rock,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-47.0_lon-69.0/20260106T143711_T19GDJ_20260106/tiles/20260106T143711_T19GDJ_20260106_tile231_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-47.0_lon-69.0/20260106T143711_T19GDJ_20260106/tiles/20260106T143711_T19GDJ_20260106_tile231_s2.tif
lat-22.5_lon-68.5_20251030_T19KER_t077,aoi_lat-22.5_lon-68.5,20251030T145726_T19KER_20251029,77,0.9502025786787271,mining/barren,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-22.5_lon-68.5/20251030T145726_T19KER_20251029/tiles/20251030T145726_T19KER_20251029_tile077_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-22.5_lon-68.5/20251030T145726_T19KER_20251029/tiles/20251030T145726_T19KER_20251029_tile077_s2.tif
lat23.0_lon88.0_20231227_T45QXF_t075,aoi_lat23.0_lon88.0,20231227T043720_T45QXF_20231225,75,0.8829906079918146,cropland/rice,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat23.0_lon88.0/20231227T043720_T45QXF_20231225/tiles/20231227T043720_T45QXF_20231225_tile075_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat23.0_lon88.0/20231227T043720_T45QXF_20231225/tiles/20231227T043720_T45QXF_20231225_tile075_s2.tif
lat-25.0_lon29.5_20250924_T35JQN_t185,aoi_lat-25.0_lon29.5,20250924T080452_T35JQN_20250922,185,0.8569208029657602,mining/barren,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-25.0_lon29.5/20250924T080452_T35JQN_20250922/tiles/20250924T080452_T35JQN_20250922_tile185_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-25.0_lon29.5/20250924T080452_T35JQN_20250922/tiles/20250924T080452_T35JQN_20250922_tile185_s2.tif
lat-29.5_lon28.5_20250902_T35JPH_t199,aoi_lat-29.5_lon28.5,20250902T080404_T35JPH_20250902,199,0.756416043266654,grassland/alpine,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-29.5_lon28.5/20250902T080404_T35JPH_20250902/tiles/20250902T080404_T35JPH_20250902_tile199_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-29.5_lon28.5/20250902T080404_T35JPH_20250902/tiles/20250902T080404_T35JPH_20250902_tile199_s2.tif
lat23.5_lon58.5_20231226_T40QFL_t182,aoi_lat23.5_lon58.5,20231226T065718_T40QFL_20231226,182,0.7962121795862913,coastal/arid,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat23.5_lon58.5/20231226T065718_T40QFL_20231226/tiles/20231226T065718_T40QFL_20231226_tile182_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat23.5_lon58.5/20231226T065718_T40QFL_20231226/tiles/20231226T065718_T40QFL_20231226_tile182_s2.tif
lat13.5_lon40.7_20250330_T37PFQ_t072,aoi_lat13.5_lon40.7,20250330T080026_T37PFQ_20250402,72,0.9188394155353308,volcanic/barren,other,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat13.5_lon40.7/20250330T080026_T37PFQ_20250402/tiles/20250330T080026_T37PFQ_20250402_tile072_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat13.5_lon40.7/20250330T080026_T37PFQ_20250402/tiles/20250330T080026_T37PFQ_20250402_tile072_s2.tif
